id,name,dining_context,reason
58c1c0dc-0ba6-4977-a5a6-bc6abc59cfad,Cơm cháy kho quẹt,both,Phổ biến ở cả nhà và quán ăn vặt
6b499aa5-9744-4060-bb05-feb38dabe0b1,Cơm cà ri Nhật Bản,restaurant,"món ăn có tên riêng, phổ biến ở quán ăn"
cc9f55ee-302b-4fc6-a486-64a6acf3e794,Cơm cá nục kho cà chua,both,món cơm nhà nhưng cũng bán ở quán bình dân
c3686158-e603-4001-8146-9c83ff5e9e22,Cơm gà Hải Nam,restaurant,"món ăn có tên riêng, phổ biến ở quán ăn"
3ad4d56a-8f01-4e82-8f3e-ebb26dfd0d36,Cơm gà kho sả ớt,both,món cơm nhà nhưng cũng bán ở quán bình dân
530cb3e7-8372-4c46-8684-d27015cfcbe7,Cơm gà quay,restaurant,"món ăn có tên riêng, phổ biến ở quán ăn"
9149ee5b-c17c-47ae-b613-5b73b894411c,Cơm gà xối mỡ,restaurant,"món ăn có tên riêng, phổ biến ở quán ăn"
1ce4aed2-4c1a-4d86-86b3-12b1a91b4502,Cơm hấp lá sen chay,restaurant,"món ăn có tên riêng, phổ biến ở quán ăn"
10dc7ad2-1675-48ac-92c1-59ddb000a442,Cơm hến,restaurant,"món ăn đặc sản vùng miền, phổ biến ở quán ăn"
acdae402-502a-49a9-af1b-629c9f29521c,Cơm lòng gà,both,món cơm nhà nhưng cũng bán ở quán bình dân
ea6cacf2-3d7c-4589-9dcc-e90e721eb24a,Cơm mực nhồi thịt sốt cà,both,món cơm nhà nhưng cũng bán ở quán bình dân
1c4c57fc-195f-49e2-8ea9-e9df974658db,Cơm niêu,restaurant,"món ăn có tên riêng, phổ biến ở quán ăn"
0f2968d9-5cf5-4fce-8f65-3ed3280cdbfa,Cơm nắm cá ngừ mayo,both,có thể tự làm hoặc mua ở cửa hàng tiện lợi
ce310731-63bb-48b4-ac39-651be3e86149,Cơm rang dưa bò,restaurant,"món ăn có tên riêng, phổ biến ở quán ăn"
dd14255c-4e85-4ad4-a8ec-7a92fa15ac56,Cơm thịt heo rim mực,both,món cơm nhà nhưng cũng bán ở quán bình dân
d387ddd8-e785-497b-9024-96860db32d56,Cơm thịt heo rim tôm,both,món cơm nhà nhưng cũng bán ở quán bình dân
913ac378-e0e4-45a5-a7c8-96cdee10029d,Cơm trộn Hàn Quốc,restaurant,món ăn đặc trưng của ẩm thực Hàn Quốc
8d72bc11-bfdc-4fc9-a2f3-e545b08ba33e,Cơm trứng cuộn Omurice,restaurant,món ăn đặc trưng của ẩm thực Nhật Bản
0c169c66-6a53-4162-884d-2985068265ce,Cơm tấm sườn bì chả,restaurant,tên riêng của món ăn đường phố nổi tiếng
e21a181e-4c93-4f7f-b859-ab1783ac8bf5,Cơm tấm sườn nướng,restaurant,tên riêng của món ăn đường phố nổi tiếng
83cf87be-c593-4958-b23a-7b66ffabc704,Cơm tấm sườn ốp la,restaurant,tên riêng của món ăn đường phố nổi tiếng
93db942f-db26-49c4-9983-1e42475cbbcc,Dimsum,restaurant,tên riêng của món ăn nổi tiếng
563c6ac4-fa1c-4090-81c6-365a7c7f680b,Dồi sụn nướng,both,phổ biến ở cả nhà và quán ăn vặt
596b6afb-1542-406a-8b1c-375dbbc6901d,Gan ngỗng áp chảo,restaurant,"món ăn cao cấp, thường phục vụ ở nhà hàng"
d5f8a906-f492-45c9-98c7-06b96bad1ac3,Gan rim tỏi ớt,home_cooked,tên mô tả công thức nấu tại nhà
7650973a-bc92-42f2-a6b5-5d593d379d05,Ghẹ rang me,both,phổ biến ở cả nhà và quán ăn hải sản
8aecef2d-6528-478f-bdf5-2961ac7c41dc,Ghẹ xanh hấp,both,phổ biến ở cả nhà và quán ăn hải sản
7619b2db-b678-4ada-8aaa-55217889dae6,Gà hầm rượu vang,home_cooked,tên mô tả công thức nấu tại nhà
ccef82ac-8f1a-4dfc-b252-b6196c8771fc,Gà kho gừng,home_cooked,tên mô tả công thức nấu tại nhà
045ef57c-7d8f-4595-9795-9b38efe89ba1,Gà nướng phủ muối ớt,both,có thể nhà làm hoặc mua ở quán
d8bd6cda-8919-423d-a87c-76bbb17881dd,Gà rán Hàn Quốc,restaurant,món ăn đặc trưng của ẩm thực Hàn Quốc
e4ba8fa3-b51c-4fc5-b51d-ae1031865011,Gà rán sốt cay,restaurant,"Món ăn có tên riêng, phổ biến ở quán ăn."
d79e53b4-5e76-4325-b2a5-4c17e03ad4cd,Gà xào bắp cải phô mai Hàn Quốc,both,Có thể nấu tại nhà hoặc tìm thấy ở quán ăn Hàn Quốc.
838fbedb-9b98-4c25-aa89-469d86154a0f,Gà xào cung bảo,restaurant,"Món ăn có tên riêng, phổ biến ở nhà hàng Trung Quốc."
da423139-314e-4ba5-b732-6d8bc07d42f1,Gà xào hạt điều kiểu Thái,restaurant,"Món ăn có tên riêng, phổ biến ở nhà hàng Thái."
20966002-dbe7-4204-974f-5a5211e96cec,Gỏi bò khô,restaurant,"Món ăn vặt, phổ biến ở quán ăn vặt, nhà hàng."
5f830acb-54f1-478d-9b9d-3c862eb18cc1,Gỏi cá lạc,both,Món gỏi có thể làm tại nhà hoặc bán ở quán ăn.
e6663ee7-11c7-43dc-a7fd-fcca8275ec5a,Gỏi cá trích,restaurant,"Đặc sản vùng miền, thường bán ở quán ăn."
52c8da5c-580e-463a-940e-3ec58536c5ed,Gỏi hoa chuối chay,both,Món gỏi chay có thể làm tại nhà hoặc bán ở quán chay.
dcca26b2-0886-4859-a346-28b87437a576,Gỏi mít non chay,both,Món gỏi chay có thể làm tại nhà hoặc bán ở quán chay.
a1564a79-32be-433d-a861-e0f4a6490642,Gỏi rong biển,both,Món gỏi có thể làm tại nhà hoặc bán ở quán ăn.
340e4630-b53b-495b-8c19-56b16d4280e2,Gỏi sứa trộn,both,Món gỏi có thể làm tại nhà hoặc bán ở quán ăn.
bbe63ebd-44e0-4161-b7e7-a24522d9342d,Gỏi xoài cá trê chiên xù,both,Món gỏi có thể làm tại nhà hoặc bán ở quán ăn.
eacc676e-80a9-480a-a0c8-09c8cf3e3b6e,Gỏi xoài khô mực,restaurant,"Món ăn vặt, phổ biến ở quán ăn vặt."
68c87fe3-b7cb-4721-bf12-46a66dda8d8a,Gỏi đu đủ Thái,restaurant,"Món ăn có tên riêng, phổ biến ở nhà hàng Thái."
01573ec5-eae1-42db-9958-681493008820,Hoành thánh chiên,restaurant,"Món ăn vặt, phổ biến ở quán ăn vặt, nhà hàng."
631a7e48-99dd-4488-97e9-06a1fa742f9f,Hoành thánh nước,restaurant,Tên riêng của món ăn phổ biến ở quán.
918c1a23-cf0e-4ffd-8134-d2aec5b86118,Hàu sữa nướng mỡ hành,restaurant,"Món ăn đường phố, thường bán ở quán."
60cbfdff-c250-403a-9586-4f01074a5149,Hồ lô nướng,restaurant,"Món ăn đường phố, thường bán ở quán."
d3749b13-8b25-40ec-a7e3-375704c1eb9b,Hủ tiếu Nam Vang,restaurant,Tên riêng của món ăn đặc sản nổi tiếng.
8561a9f8-dba4-4d45-8b06-f500527ee4da,Hủ tiếu khô,restaurant,Tên riêng của món ăn phổ biến ở quán.
3105cc16-af4a-4cf7-bb03-b63112ca4d68,Hủ tiếu mực,restaurant,Tên riêng của món ăn phổ biến ở quán.
d284ce57-1a61-48a0-8902-a9801cd4fdec,Kem bơ,restaurant,"Món tráng miệng phổ biến ở quán, tiệm."
eeedf73f-6b73-4d82-a004-9c82f9f0aa1f,Kem bơ sầu riêng,restaurant,"Món tráng miệng phổ biến ở quán, tiệm."
daa44eae-8b66-4de0-884d-40e1fa08138f,Kem nhãn,restaurant,"Món tráng miệng phổ biến ở quán, tiệm."
32235c3b-52a1-4109-bb86-fee0d0f47a7d,Kem ống,restaurant,"Món ăn vặt đường phố, thường bán ở quán."
fdddd396-908b-4d2f-9a92-77985a3d7b7e,Khoai lang nướng,both,Phổ biến ở cả nhà lẫn quán.
e9c447ba-783d-4794-b89a-56ce4304665b,Khoai môn lệ phố,restaurant,"Món ăn vặt, tráng miệng phổ biến ở quán."
f5839f38-411c-4255-aa4a-1a7c130ab3dd,Khoai tây chiên,restaurant,"Món ăn vặt phổ biến ở quán, nhà hàng."
ffd95816-c8b6-49a1-8303-9f0dfd2146a1,Khoai tây chiên lắc phô mai,restaurant,"Món ăn vặt phổ biến ở quán, nhà hàng."
a312953b-cbd7-4fac-b7d2-e2a1bc7f52a0,Khoai tây lốc xoáy,restaurant,"Món ăn vặt đường phố, thường bán ở quán."
fa846728-8fd2-48b6-a9e9-c512852da061,Khâu nhục,restaurant,"Món ăn đặc sản nổi tiếng, thường bán ở quán"
49c1164f-9422-45ba-9a55-0146a893a1fa,Khổ qua rừng kho tiêu,both,Món ăn gia đình nhưng cũng có ở quán cơm bình dân
32108436-49e8-49d9-9cd0-fb21100cb398,Khổ qua xào trứng,home_cooked,Tên mô tả công thức nấu tại nhà
8056a4d3-c4d1-4f1b-88db-91200b35dfa3,Kim chi chay,both,Có thể tự làm hoặc mua ở quán ăn Hàn Quốc
b5807c7c-3428-47b7-a09c-c8d92ae99a04,Kimbap truyền thống,restaurant,"Món ăn đặc trưng của ẩm thực Hàn Quốc, thường bán ở quán"
00582784-52bd-4928-a452-3c2cee730892,Lạp Thái,restaurant,"Món ăn đặc sản của Lào, thường bán ở quán"
0396f33f-8b01-4b9c-880c-2858db4eef6b,Lẩu Thái Tomyum,restaurant,"Món lẩu đặc trưng của Thái Lan, thường bán ở quán"
96122c4a-361c-4d07-9dfa-2bdd59c7c8f1,Lẩu chao chay,restaurant,Món lẩu thường được bán ở các nhà hàng lẩu chay
e39a4886-25d6-4cad-9149-7de9abf89b00,Lẩu cá bớp măng chua,restaurant,Món lẩu thường được bán ở các nhà hàng lẩu
530e448b-a3e5-44fa-ba91-d1609d5fdd44,Lẩu gà lá é,restaurant,"Món lẩu đặc sản, thường bán ở quán"
ea715cf7-e921-4d04-8540-e3c613587cee,Lẩu hải sản chua cay,restaurant,Món lẩu thường được bán ở các nhà hàng lẩu
07941976-b565-49d9-ae9a-376a29c8f345,Lẩu nấm chay,restaurant,Món lẩu thường được bán ở các nhà hàng lẩu chay
88458bb7-7a9c-430c-9dc6-eb71fa449702,Milo dầm trân châu,restaurant,Món đồ uống giải khát phổ biến ở quán
b358f84e-7432-4e10-b1e4-da296bbda8de,Miến lươn nước,restaurant,"Món ăn sáng phổ biến, thường bán ở quán"
11ff7323-d96a-4a72-91ae-9447918cbc51,Miến lươn trộn,restaurant,"Món ăn sáng phổ biến, thường bán ở quán"
faed34a8-da77-48de-9603-0961d5794a69,Miến măng chay,both,"Phổ biến cả nhà và quán, không đủ thông tin rõ ràng"
b9f858d9-270b-42ed-9029-e2aa5b21286e,Miến măng gà,both,"Phổ biến cả nhà và quán, không đủ thông tin rõ ràng"
c3408f7a-3487-48c8-b793-3c9b83791766,Miến trộn Thái Lan,restaurant,"Tên món ăn đặc trưng, thường bán ở quán"
d6d5628d-82b8-45b2-814f-37393019a1f1,Miến xào Hàn Quốc,restaurant,"Tên món ăn đặc trưng, thường bán ở quán"
d39f842f-c144-40ae-8a02-e47a6e409fd9,Miến xào cua,both,"Phổ biến cả nhà và quán, không đủ thông tin rõ ràng"
f76ac0dc-a949-4931-9d02-eed33485934d,Miến xào cua biển,both,"Phổ biến cả nhà và quán, không đủ thông tin rõ ràng"
8d4c9e2f-1f8d-43c8-8e20-4e3f7fd90399,Miến xào hải sản,both,"Phổ biến cả nhà và quán, không đủ thông tin rõ ràng"
06702db7-9720-49f9-a435-4b6e00477e78,Miến xào nấm mèo,both,"Phổ biến cả nhà và quán, không đủ thông tin rõ ràng"
469e144d-8f3d-44e6-a360-916affd0980c,Mì Quảng Cá lóc,restaurant,"Tên riêng món ăn đặc sản, thường bán ở quán"
1e57a92f-311a-4599-a68e-72c9a904f094,Mì Quảng Gà ta,restaurant,"Tên riêng món ăn đặc sản, thường bán ở quán"
b6ae5fdb-d4c3-4d86-85df-b2fbfc435407,Mì Quảng Tôm Thịt,restaurant,"Tên riêng món ăn đặc sản, thường bán ở quán"
fe0d1b75-d3d3-48c3-a32c-8eb34f0cb3fc,Mì Quảng Vịt,restaurant,"Tên riêng món ăn đặc sản, thường bán ở quán"
5ffe27d9-22bb-4c03-bf04-84351a922e67,Mì Quảng bò tôm,restaurant,"Tên riêng món ăn đặc sản, thường bán ở quán"
77c4508c-2bff-4bcf-a246-91b14dad69d9,Mì Quảng chay,restaurant,"Tên riêng món ăn đặc sản, thường bán ở quán"
3d9bff83-fc25-4f28-8366-cb789a566847,Mì Quảng sườn non,restaurant,"Tên riêng món ăn đặc sản, thường bán ở quán"
f95861d7-067b-4bdd-8a8e-1139d123f149,Mì Quảng Ếch,restaurant,Tên riêng của món ăn đặc sản nổi tiếng
af068341-0568-432f-ac1d-94840b4324c5,Mì Ramen nước tương,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
0d94d929-f7c9-497d-bda6-09535da6d5b2,Mì Udon hải sản,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
ff923121-4239-4cfc-b84e-f6ec30f2a98b,Mì bò xào trứng,both,Phổ biến ở cả nhà lẫn quán
d4f5fd6c-2c5a-4e0c-9094-01ea624feb4d,Mì cay 7 cấp độ,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
57744b18-0ee4-49df-9cbf-af63528448c8,Mì hoành thánh,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
2ae9fe2c-a6a8-4eb8-b914-4525ff0399cb,Mì lạnh Hàn Quốc,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
1daf3733-af3d-4e52-89b8-02261691f7d6,Mì ramen,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
7776ad2e-a0a6-491f-9564-8d559fe2c616,Mì trộn,both,Phổ biến ở cả nhà lẫn quán
8eb30aff-7cbf-487e-b365-0aca3ac19e7c,Mì trộn Indomie,both,Phổ biến ở cả nhà lẫn quán
dc94a516-3277-4d69-a05f-3e01a1a37a9a,Mì tương đen Hàn Quốc,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
778c78c8-647c-406f-86c7-2738452196bd,Mì udon,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
0acd4b22-9b16-4480-bf61-6d2eef416926,Mì vằn thắn xá xíu,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
b21857f1-63fe-42b3-880b-0bbb9cf2ce5a,Mì vịt tiềm,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
be723c99-b7a3-4c79-8ec4-b9f1b56bf9ac,Mì xào bò,both,Phổ biến ở cả nhà lẫn quán
33427127-e499-4cba-b68a-27e653c07ce3,Mì xào giòn,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
b2bde5c7-72ac-408d-b93a-162252f4af73,Mì xào hải sản,both,Phổ biến ở cả nhà lẫn quán
80fa331c-610e-408c-9d7e-8c32fa5bcae7,Mì xào rau củ,both,Phổ biến ở cả nhà lẫn quán
87bac17c-062f-47e0-878f-7749c8a6bc4e,Mì xá xíu,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
dea44d4b-c0bc-4552-a17c-3d964abe0d9a,Mì Ý,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
e222ad30-261b-4fd8-9796-b60d51414088,Mì Ý hải sản sốt cà chua,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
809ad67c-c1ca-4105-87fd-ae61b8b0d44a,Mì Ý sốt Pesto,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
c39ff439-ca9f-4de0-87bc-b3497a6ec532,Mì Ý sốt bò băm,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
6473b054-688a-4074-97dd-13f3a8345890,Mì Ý sốt kem nấm,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
48b0e617-9ee3-429c-ad1c-f3af267fe43d,Mít non kho tộ chay,both,Phổ biến ở cả nhà lẫn quán cơm bình dân
65f5ca4c-13bd-4fa7-9026-487060cc7aef,Mít non trộn tôm thịt,both,Phổ biến ở cả nhà lẫn quán
b62029d2-53cc-456e-8794-802dfc281c0a,Mướp đắng kho tiêu chay,home_cooked,Tên mô tả công thức nấu tại nhà
505448f6-fe4b-4c95-a051-4024adea3b3b,Mực chiên giòn,both,Phổ biến ở cả nhà lẫn quán
01ce2d8c-5fa0-46d9-aa2f-15933d7fb1fa,Mực nang nướng sa tế,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
776f794a-a1b9-44f0-bf25-9297d5511527,Mực nướng sa tế,restaurant,"Món ăn phổ biến ở quán ăn, nhà hàng"
61ad0324-5aed-4b77-bcbd-9bc69e944c8d,Mực sữa chiên nước mắm,both,Phổ biến ở cả nhà và quán ăn
972905b1-d3c0-4a79-9aa4-610cf1672695,Mực xào cần tỏi,both,Phổ biến ở cả nhà và quán ăn
936bd0be-ab51-4ef9-aa70-1c8be2dce2e2,Mực xào dứa,both,Phổ biến ở cả nhà và quán ăn
1cf7b102-7def-4e34-aada-2c2350b19db2,Mỳ xíu chay,restaurant,"Món ăn có tên riêng, thường bán ở quán"
91ec91ee-1a8c-4ada-bd3e-224413167c21,Nem chua rán,restaurant,Món ăn vặt đường phố phổ biến
470d1cbe-d4b0-4ef3-8047-2b5309c5f8bb,Nem lụi,restaurant,"Món ăn đặc sản, thường bán ở quán"
132fafee-d072-409b-b8f7-620b2faad517,Nem nướng Nha Trang,restaurant,Món ăn đặc sản vùng miền nổi tiếng
be87c197-3f81-4671-99d0-5baf28a06768,Nghêu hấp thái,restaurant,"Món ăn phổ biến ở quán nhậu, nhà hàng"
93c33263-6ffd-42cf-9d45-60964c20c439,Nhum biển nướng,restaurant,Hải sản nướng thường bán ở quán
49f36394-4a26-4f61-a658-813150309190,Nấm kho rau củ,home_cooked,Tên mô tả công thức nấu tại nhà
05ac7215-4744-4b97-8c66-d2d590bdef55,Nấm kim châm chiên giòn,both,Phổ biến ở cả nhà và quán ăn
021e4eca-e9d3-4945-89c5-1919db7ee16e,Nấm nướng giấy bạc chay,both,Phổ biến ở cả nhà và quán ăn
4a9bad98-2859-42b6-ba69-9b9de545067d,Nấm rơm kho tộ,both,Phổ biến ở cả nhà và quán ăn
bf3bbd7a-19df-43c2-8f85-0d0e78bd2636,Nấm đùi gà kho tiêu,both,Phổ biến ở cả nhà và quán ăn
aab2c3fd-dbe7-41d0-8057-cac3946c297b,Pad Thái,restaurant,Món ăn đặc trưng của nhà hàng Thái
1f8f62d3-ff57-4ecc-a5bf-a81770885664,Pasta sốt hải sản cay,both,"Món ăn phổ biến ở cả nhà và quán, không đủ thông tin rõ ràng"
b522f081-a200-4749-b18a-ba9c2c584d1f,Phô mai que,restaurant,"Món ăn vặt phổ biến ở quán ăn, tiệm street food"
77269c44-97ba-4097-8655-3d03f9852036,Phở bò gân,restaurant,"Tên riêng của một món ăn nổi tiếng, phổ biến ở quán"
84ed4ad3-f86c-4171-a395-484c0fc8de2c,Phở bò gầu,restaurant,"Tên riêng của một món ăn nổi tiếng, phổ biến ở quán"
4b1db034-5901-4399-b3f4-0a80acbdb6ba,Phở bò nạm,restaurant,"Tên riêng của một món ăn nổi tiếng, phổ biến ở quán"
0d896975-cd59-4b30-b1eb-cac999002ee5,Phở bò trộn,restaurant,"Tên riêng của một món ăn nổi tiếng, phổ biến ở quán"
87d84a92-6e49-437d-bde7-13d1425e9266,Phở bò viên,restaurant,"Tên riêng của một món ăn nổi tiếng, phổ biến ở quán"
fb91d668-1453-42a5-ac4a-5b85ad92f317,Phở bắp bò,restaurant,"Tên riêng của một món ăn nổi tiếng, phổ biến ở quán"
b4a3c93a-fc03-4da6-800d-1889d7dd81dc,Phở cuốn Hà Nội,restaurant,"Tên riêng của một món ăn đặc sản, phổ biến ở quán"
53b619d3-4120-404e-ad78-c44f4315f90b,Phở cuốn chay,restaurant,"Tên riêng của một món ăn đặc sản, phổ biến ở quán"
5baff902-a275-456c-87c1-0d78801ecbab,Phở gà,restaurant,"Tên riêng của một món ăn nổi tiếng, phổ biến ở quán"
6dac75e3-51c8-4ee4-8ab5-7fca2f121fac,Phở gà trộn,restaurant,"Tên riêng của một món ăn nổi tiếng, phổ biến ở quán"
b9264e2d-59f7-4da4-aae9-7e7570beb38d,Phở khô Gia Lai,restaurant,"Tên riêng của một món ăn đặc sản, phổ biến ở quán"
b2474d90-78f6-4410-9c99-4b9141236669,Phở sốt vang,restaurant,"Tên riêng của một món ăn nổi tiếng, phổ biến ở quán"
314651f3-6a08-4037-b41a-f025f5c6ed8a,Phở tái,restaurant,"Tên riêng của một món ăn nổi tiếng, phổ biến ở quán"
6557cf9d-d1e7-4c66-930f-ff5094fd55b6,Phở tái lăn,restaurant,Tên riêng của món ăn nổi tiếng
916bd760-82c2-42d1-a902-0ffb89a1e011,Phở xào giòn,restaurant,Tên riêng của món ăn nổi tiếng
cd7fedc9-d2c1-4ded-a78a-37a45693da78,Phở xào mềm,restaurant,Tên riêng của món ăn nổi tiếng
f9c197dd-eb39-4557-ab95-6fd295faa934,Pizza 4 loại phô mai,restaurant,"Món ăn phổ biến ở nhà hàng, tiệm ăn"
9a610d2e-0932-44be-b059-8abb9e6dc8af,Pizza Bò băm,restaurant,"Món ăn phổ biến ở nhà hàng, tiệm ăn"
12cc1137-2ee6-4577-bbaf-dcb12fd2ec13,Pizza Hải sản,restaurant,"Món ăn phổ biến ở nhà hàng, tiệm ăn"
caef60b1-74ae-4396-acc0-24e0947151e7,Pizza Phô mai,restaurant,"Món ăn phổ biến ở nhà hàng, tiệm ăn"
91da0df4-acc9-404b-9f9f-209015874ae3,Pizza tôm phô mai,restaurant,"Món ăn phổ biến ở nhà hàng, tiệm ăn"
04914a5d-2838-41d8-9427-5db369686e52,Pizza xúc xích phô mai,restaurant,"Món ăn phổ biến ở nhà hàng, tiệm ăn"
24cc072a-7643-4d23-a33a-0bf5eb30231c,Poke Bowl cá hồi,restaurant,"Món ăn phổ biến ở nhà hàng, tiệm ăn"
899492f5-0566-4b3d-9695-13f39f5d04fb,Ram cuốn cải,both,Phổ biến ở cả nhà và quán ăn
66a2d5cc-f25d-4089-bb62-ad1db71eb302,Ram tôm đất Bình Định,restaurant,Tên riêng của món ăn đặc sản vùng miền
5d0506d5-ad59-453f-861d-f6835e08b88a,Rau câu ngũ sắc,both,Phổ biến ở cả nhà và quán ăn
c575d922-ff31-4eeb-af0a-1ff6a65c3937,Rau câu phô mai,both,Phổ biến ở cả nhà và quán ăn
8eec0ad9-fe35-45d7-82cf-b42e3ea9e876,Rau câu sơn thủy,both,Phổ biến ở cả nhà và quán ăn
17434562-884e-47db-aebe-84761d2782dc,Rau câu trái dừa nguyên quả,both,"Phổ biến ở cả nhà và quán, không đủ thông tin rõ ràng"
64c295e8-fb70-4efd-8dea-97aacc0fc0d2,Rau lang luộc,home_cooked,Món cơm nhà đơn giản
7d2ff548-5742-4512-995e-dfa0e4f0e462,Rau lang xào tỏi,home_cooked,Món cơm nhà đơn giản
ec56c95d-9410-4842-bd7e-8bd72db84383,Rau muống xào ốc giác,both,"Phổ biến ở cả nhà và quán, không đủ thông tin rõ ràng"
1d6aa851-4dde-4020-b613-09a6e1191901,Răng mực xào bơ tỏi,restaurant,"Món ăn vặt, nhậu phổ biến ở quán"
b659b70b-242d-49c3-9f14-7d2f7d67a91d,Salad Caesar,restaurant,"Tên riêng món salad nổi tiếng, thường bán ở quán"
0d6c4a32-e04a-498d-82bd-39419d33cf9d,Salad Hy Lạp,restaurant,"Tên riêng món salad nổi tiếng, thường bán ở quán"
53b480ff-6c87-4ffa-b4eb-e9776089b925,Salad Nga,restaurant,"Tên riêng món salad nổi tiếng, thường bán ở quán"
e3936c0f-5b99-4ff4-b963-c9601510017f,Salad bơ tôm áp chảo,restaurant,"Món salad hiện đại, thường bán ở quán"
23afb919-7089-4ca3-bf92-4d4b9469536b,Salad cá ngừ,restaurant,"Món salad hiện đại, thường bán ở quán"
6f0ba5c5-ad09-4156-a8e7-f3cdf0b1fe03,Salad diêm mạch,restaurant,"Món salad hiện đại, thường bán ở quán"
4f754fc0-016a-4a68-9281-be1b2c3111e3,Salad gà nướng,restaurant,"Món salad hiện đại, thường bán ở quán"
fd425cd8-becf-4834-a412-f0c591cc8f8b,Salad ức gà (Eat Clean),restaurant,"Món salad hiện đại, thường bán ở quán"
51e4a3a0-726e-4386-bd8c-7b27e6e90ce7,Salad ức gà sốt mè rang,restaurant,"Món salad hiện đại, thường bán ở quán"
89071726-773c-4edf-a2e9-f3eee95dcb03,Sandwich cá hồi xông khói,restaurant,"Món ăn sáng, ăn nhẹ phổ biến ở quán"
1e17d657-5104-4bbd-b1e3-9d42e1e33619,Sushi cá hồi,restaurant,"Tên riêng món ăn nổi tiếng, thường bán ở nhà hàng Nhật."
0739fd4f-c849-4c97-9b3a-d03ef50db54c,Sò huyết rang me,restaurant,"Món hải sản phổ biến ở quán ăn, nhà hàng."
8175c22a-345f-459a-9cc4-0b46ae17e78b,Sò lông nướng mỡ hành,restaurant,"Món hải sản phổ biến ở quán ăn, nhà hàng."
77dab961-9717-4bba-921c-8f12f6a60997,Sò lụa hấp sả,restaurant,"Món hải sản phổ biến ở quán ăn, nhà hàng."
8905c720-5701-4ee9-96d4-470a4a5f4313,Sò điệp nướng mỡ hành,restaurant,"Món hải sản phổ biến ở quán ăn, nhà hàng."
26ba83b4-9891-4cc0-9163-0e14a94caf1f,Súp bí đỏ,both,Súp có thể nấu tại nhà hoặc bán ở quán.
509be33c-8741-427e-bc07-750444960048,Súp bắp non tóc tiên chay,both,Súp có thể nấu tại nhà hoặc bán ở quán.
573748b8-3465-47ad-8a34-213fe2ef0800,Súp cua óc heo,restaurant,"Món súp đặc trưng thường bán ở quán ăn, tiệm."
3a4f1e74-be8d-4949-9496-b422eb9f62c4,Súp hải sản kiểu Ý,restaurant,Món súp kiểu Ý thường bán ở nhà hàng.
85e341e4-7904-47b6-9912-b39272af3d62,Súp nấm tuyết chay,both,Súp có thể nấu tại nhà hoặc bán ở quán.
c4b50ac4-4e64-47cd-a733-7dc3b91a9bb3,Súp rong biển đậu hũ Nhật,both,Súp có thể nấu tại nhà hoặc bán ở quán.
134f62fe-f373-423c-a611-d96279c30eb8,Súp vi cá,restaurant,Món súp cao cấp thường bán ở nhà hàng.
a95d1ac7-d68b-45d0-a8bc-4ed740ff8fe6,Sườn cừu nướng thảo mộc,restaurant,Món Âu đặc trưng thường bán ở nhà hàng.
91a01b03-0881-42b3-98cb-c8ff3eaa6290,Sườn non chiên giòn chay,both,Món chay có thể nấu tại nhà hoặc bán ở quán.
95eb5cc7-8dcd-42a6-b5d2-ecceb672f091,Sườn non kho thơm,both,Món kho phổ biến ở cả nhà và quán cơm bình dân.
cb7485e3-335e-4313-8f76-0ef6e950e1fc,Sườn nướng BBQ,both,Phổ biến ở cả nhà và quán ăn.
5626181f-0ccf-4849-bd24-c183f73af8b9,Sườn xào chua ngọt,both,"Món ăn gia đình phổ biến, cũng có ở quán cơm."
78332db5-f085-4511-80d3-6ec9e0dfd1bf,Sủi cảo nước,restaurant,"Món ăn có tên riêng, thường bán ở quán ăn."
758f698a-96e1-49bd-be7d-c960e524d4f9,Sữa chua dẻo trà xanh,restaurant,"Món tráng miệng phổ biến ở quán ăn, tiệm giải khát."
9de857c4-677f-4cd3-9a73-e533503e1691,Sữa chua nếp cẩm,restaurant,"Món tráng miệng phổ biến ở quán ăn, tiệm giải khát."
69be9c3e-3294-4f3d-a413-aa3e052abf1b,Sữa chua trân châu Hạ Long,restaurant,"Món ăn có tên riêng, thường bán ở quán ăn."
